,Year Code,County,Deaths,Population,Crude Rate
38787,2011,"Crittenden County, KY",0.0,9336.0,0.0
38788,2011,"Cumberland County, KY",0.0,6832.0,0.0
38789,2011,"Daviess County, KY",12.0,97234.0,12.341362074994342
38790,2011,"Edmonson County, KY",0.0,12090.0,0.0
38791,2011,"Elliott County, KY",0.0,7707.0,0.0
38792,2011,"Estill County, KY",0.0,14666.0,0.0
38793,2011,"Fayette County, KY",24.0,301569.0,7.958377684708972
38794,2011,"Fleming County, KY",0.0,14512.0,0.0
38795,2011,"Floyd County, KY",,39207.0,
38796,2011,"Franklin County, KY",,49393.0,
38797,2011,"Fulton County, KY",0.0,6755.0,0.0
38798,2011,"Gallatin County, KY",,8612.0,
38799,2011,"Garrard County, KY",,16885.0,
38800,2011,"Grant County, KY",,24816.0,
38801,2011,"Graves County, KY",,37519.0,
38802,2011,"Grayson County, KY",,25957.0,
38803,2011,"Green County, KY",0.0,11220.0,0.0
38804,2011,"Greenup County, KY",,36865.0,
38805,2011,"Hancock County, KY",0.0,8572.0,0.0
38806,2011,"Hardin County, KY",10.0,107456.0,9.30613460393091
38807,2011,"Harlan County, KY",,29060.0,
38808,2011,"Harrison County, KY",,18777.0,
38809,2011,"Hart County, KY",0.0,18235.0,0.0
38810,2011,"Henderson County, KY",,46406.0,
38811,2011,"Henry County, KY",,15443.0,
38812,2011,"Hickman County, KY",0.0,4784.0,0.0
38813,2011,"Hopkins County, KY",,46909.0,
38814,2011,"Jackson County, KY",0.0,13443.0,0.0
38815,2011,"Jefferson County, KY",64.0,746906.0,8.568682002822309
38816,2011,"Jessamine County, KY",,49046.0,
38817,2011,"Johnson County, KY",,23396.0,
38818,2011,"Kenton County, KY",13.0,160406.0,8.104434996197151
38819,2011,"Knott County, KY",,16289.0,
38820,2011,"Knox County, KY",,31888.0,
38821,2011,"Larue County, KY",,14315.0,
38822,2011,"Laurel County, KY",,59355.0,
38823,2011,"Lawrence County, KY",0.0,16035.0,0.0
38824,2011,"Lee County, KY",,7817.0,
38825,2011,"Leslie County, KY",0.0,11233.0,0.0
38826,2011,"Letcher County, KY",,24446.0,
38827,2011,"Lewis County, KY",0.0,13878.0,0.0
38828,2011,"Lincoln County, KY",0.0,24731.0,0.0
38829,2011,"Livingston County, KY",,9531.0,
38830,2011,"Logan County, KY",,26792.0,
38831,2011,"Lyon County, KY",0.0,8317.0,0.0
38832,2011,"McCracken County, KY",,65864.0,
38833,2011,"McCreary County, KY",,18285.0,
38834,2011,"McLean County, KY",,9527.0,
38835,2011,"Madison County, KY",,84188.0,
38836,2011,"Magoffin County, KY",0.0,13216.0,0.0
38837,2011,"Marion County, KY",,19982.0,
38838,2011,"Marshall County, KY",,31308.0,
38839,2011,"Martin County, KY",,12751.0,
38840,2011,"Mason County, KY",,17653.0,
38841,2011,"Meade County, KY",,29562.0,
38842,2011,"Menifee County, KY",0.0,6317.0,0.0
38843,2011,"Mercer County, KY",,21282.0,
38844,2011,"Metcalfe County, KY",0.0,10073.0,0.0
38845,2011,"Monroe County, KY",0.0,10937.0,0.0
38846,2011,"Montgomery County, KY",,26743.0,
38847,2011,"Morgan County, KY",0.0,13943.0,0.0
38848,2011,"Muhlenberg County, KY",,31272.0,
38849,2011,"Nelson County, KY",,43974.0,
38850,2011,"Nicholas County, KY",,7071.0,
38851,2011,"Ohio County, KY",,24103.0,
38852,2011,"Oldham County, KY",,60642.0,
38853,2011,"Owen County, KY",0.0,10858.0,0.0
38854,2011,"Owsley County, KY",0.0,4820.0,0.0
38855,2011,"Pendleton County, KY",0.0,14698.0,0.0
38856,2011,"Perry County, KY",,28751.0,
38857,2011,"Pike County, KY",,64904.0,
38858,2011,"Powell County, KY",,12651.0,
38859,2011,"Pulaski County, KY",,63657.0,
38860,2011,"Robertson County, KY",,2229.0,
38861,2011,"Rockcastle County, KY",0.0,17069.0,0.0
38862,2011,"Rowan County, KY",0.0,23582.0,0.0
38863,2011,"Russell County, KY",0.0,17610.0,0.0
38864,2011,"Scott County, KY",,48149.0,
38865,2011,"Shelby County, KY",,43068.0,
38866,2011,"Simpson County, KY",,17378.0,
38867,2011,"Spencer County, KY",,17378.0,
38868,2011,"Taylor County, KY",0.0,24731.0,0.0
38869,2011,"Todd County, KY",,12463.0,
38870,2011,"Trigg County, KY",,14305.0,
38871,2011,"Trimble County, KY",0.0,8725.0,0.0
38872,2011,"Union County, KY",0.0,15067.0,0.0
38873,2011,"Warren County, KY",,115517.0,
38874,2011,"Washington County, KY",,11846.0,
38875,2011,"Wayne County, KY",0.0,20969.0,0.0
38876,2011,"Webster County, KY",0.0,13668.0,0.0
38877,2011,"Whitley County, KY",,35823.0,
38878,2011,"Wolfe County, KY",,7342.0,
38879,2011,"Woodford County, KY",,24945.0,
38880,2011,"Acadia Parish, LA",,61982.0,
38881,2011,"Allen Parish, LA",,25757.0,
38882,2011,"Ascension Parish, LA",,109985.0,
38883,2011,"Assumption Parish, LA",0.0,23153.0,0.0
38884,2011,"Avoyelles Parish, LA",,41895.0,
38885,2011,"Beauregard Parish, LA",,36129.0,
38886,2011,"Bienville Parish, LA",,14335.0,
38887,2011,"Bossier Parish, LA",,119732.0,
38888,2011,"Caddo Parish, LA",28.0,257051.0,10.89278003197809
38889,2011,"Calcasieu Parish, LA",11.0,194092.0,5.667415452465841
38890,2011,"Caldwell Parish, LA",,10057.0,
38891,2011,"Cameron Parish, LA",0.0,6730.0,0.0
38892,2011,"Catahoula Parish, LA",,10325.0,
38893,2011,"Claiborne Parish, LA",,16914.0,
38894,2011,"Concordia Parish, LA",,20876.0,
38895,2011,"De Soto Parish, LA",,26812.0,
38896,2011,"East Baton Rouge Parish, LA",,441438.0,
38897,2011,"East Carroll Parish, LA",0.0,7630.0,0.0
38898,2011,"East Feliciana Parish, LA",0.0,20117.0,0.0
38899,2011,"Evangeline Parish, LA",,33896.0,
38900,2011,"Franklin Parish, LA",,20785.0,
38901,2011,"Grant Parish, LA",0.0,22131.0,0.0
38902,2011,"Iberia Parish, LA",,73400.0,
38903,2011,"Iberville Parish, LA",0.0,33230.0,0.0
38904,2011,"Jackson Parish, LA",,16323.0,
38905,2011,"Jefferson Parish, LA",18.0,432640.0,4.160502958579881
38906,2011,"Jefferson Davis Parish, LA",0.0,31694.0,0.0
38907,2011,"Lafayette Parish, LA",,224390.0,
38908,2011,"Lafourche Parish, LA",,96666.0,
38909,2011,"LaSalle Parish, LA",,14985.0,
38910,2011,"Lincoln Parish, LA",,46856.0,
38911,2011,"Livingston Parish, LA",,130251.0,
38912,2011,"Madison Parish, LA",0.0,12004.0,0.0
38913,2011,"Morehouse Parish, LA",0.0,27608.0,0.0
38914,2011,"Natchitoches Parish, LA",,39442.0,
38915,2011,"Orleans Parish, LA",14.0,360740.0,3.880911459777125
38916,2011,"Ouachita Parish, LA",15.0,154919.0,9.682479231082048
38917,2011,"Plaquemines Parish, LA",0.0,23628.0,0.0
38918,2011,"Pointe Coupee Parish, LA",,22703.0,
38919,2011,"Rapides Parish, LA",,132374.0,
38920,2011,"Red River Parish, LA",0.0,8890.0,0.0
38921,2011,"Richland Parish, LA",0.0,20938.0,0.0
38922,2011,"Sabine Parish, LA",,24526.0,
38923,2011,"St. Bernard Parish, LA",,39558.0,
38924,2011,"St. Charles Parish, LA",,52517.0,
38925,2011,"St. Helena Parish, LA",0.0,10949.0,0.0
38926,2011,"St. James Parish, LA",0.0,21784.0,0.0
38927,2011,"St. John the Baptist Parish, LA",,45221.0,
38928,2011,"St. Landry Parish, LA",,83552.0,
38929,2011,"St. Martin Parish, LA",,52917.0,
38930,2011,"St. Mary Parish, LA",,54210.0,
38931,2011,"St. Tammany Parish, LA",,236785.0,
38932,2011,"Tangipahoa Parish, LA",,122571.0,
38933,2011,"Tensas Parish, LA",0.0,5066.0,0.0
38934,2011,"Terrebonne Parish, LA",,111917.0,
38935,2011,"Union Parish, LA",,22732.0,
38936,2011,"Vermilion Parish, LA",0.0,58276.0,0.0
38937,2011,"Vernon Parish, LA",,52107.0,
38938,2011,"Washington Parish, LA",,47139.0,
38939,2011,"Webster Parish, LA",,41288.0,
38940,2011,"West Baton Rouge Parish, LA",,24109.0,
38941,2011,"West Carroll Parish, LA",0.0,11569.0,0.0
38942,2011,"West Feliciana Parish, LA",,15460.0,
38943,2011,"Winn Parish, LA",0.0,15080.0,0.0
38944,2011,"Androscoggin County, ME",13.0,107398.0,12.104508463844764
38945,2011,"Aroostook County, ME",10.0,71482.0,13.989535827201252
38946,2011,"Cumberland County, ME",22.0,282401.0,7.790340685762445
38947,2011,"Franklin County, ME",,30746.0,
38948,2011,"Hancock County, ME",,54578.0,
38949,2011,"Kennebec County, ME",,121935.0,
38950,2011,"Knox County, ME",,39708.0,
38951,2011,"Lincoln County, ME",,34224.0,
38952,2011,"Oxford County, ME",,57695.0,
38953,2011,"Penobscot County, ME",17.0,153786.0,11.054322239995837
38954,2011,"Piscataquis County, ME",,17419.0,
38955,2011,"Sagadahoc County, ME",,35207.0,
38956,2011,"Somerset County, ME",,52028.0,
38957,2011,"Waldo County, ME",,38745.0,
38958,2011,"Washington County, ME",,32637.0,
38959,2011,"York County, ME",13.0,198199.0,6.559064374694121
38960,2011,"Allegany County, MD",10.0,74692.0,13.388314678948213
38961,2011,"Anne Arundel County, MD",34.0,544403.0,6.245373372299564
38962,2011,"Baltimore County, MD",33.0,809941.0,4.074370849234697
38963,2011,"Calvert County, MD",,89256.0,
38964,2011,"Caroline County, MD",,32985.0,
38965,2011,"Carroll County, MD",10.0,167288.0,5.977715078188513
38966,2011,"Cecil County, MD",,101694.0,
38967,2011,"Charles County, MD",,149130.0,
38968,2011,"Dorchester County, MD",0.0,32640.0,0.0
38969,2011,"Frederick County, MD",,236745.0,
38970,2011,"Garrett County, MD",,30051.0,
38971,2011,"Harford County, MD",12.0,246489.0,4.8683714080547205
38972,2011,"Howard County, MD",,293142.0,
38973,2011,"Kent County, MD",,20204.0,
38974,2011,"Montgomery County, MD",29.0,989794.0,2.929902585790579
38975,2011,"Prince George's County, MD",43.0,871233.0,4.935533892770361
38976,2011,"Queen Anne's County, MD",,48354.0,
38977,2011,"St. Mary's County, MD",,107484.0,
38978,2011,"Somerset County, MD",0.0,26339.0,0.0
38979,2011,"Talbot County, MD",,38025.0,
38980,2011,"Washington County, MD",,148203.0,
38981,2011,"Wicomico County, MD",,99190.0,
38982,2011,"Worcester County, MD",,51514.0,
38983,2011,"Baltimore city, MD",59.0,619493.0,9.523917138692447
38984,2011,"Barnstable County, MA",28.0,215769.0,12.976840973448457
38985,2011,"Berkshire County, MA",11.0,130458.0,8.43183246715418
38986,2011,"Bristol County, MA",43.0,548922.0,7.8335355478556155
38987,2011,"Dukes County, MA",,16766.0,
38988,2011,"Essex County, MA",43.0,748930.0,5.74152457506042
38989,2011,"Franklin County, MA",,71599.0,
38990,2011,"Hampden County, MA",35.0,463783.0,7.546632800253566
38991,2011,"Hampshire County, MA",16.0,157822.0,10.13800357364626
38992,2011,"Middlesex County, MA",101.0,1518171.0,6.6527420165449085
38993,2011,"Nantucket County, MA",0.0,10142.0,0.0
38994,2011,"Norfolk County, MA",36.0,675436.0,5.329890618800301
38995,2011,"Plymouth County, MA",35.0,497579.0,7.034058913257995
38996,2011,"Suffolk County, MA",51.0,730932.0,6.977393245883339
38997,2011,"Worcester County, MA",68.0,801227.0,8.486983089686193
38998,2011,"Alcona County, MI",,10800.0,
38999,2011,"Alger County, MI",0.0,9513.0,0.0
39000,2011,"Allegan County, MI",13.0,111234.0,11.68707409604977
39001,2011,"Alpena County, MI",,29386.0,
39002,2011,"Antrim County, MI",,23316.0,
39003,2011,"Arenac County, MI",0.0,15649.0,0.0
39004,2011,"Baraga County, MI",,8808.0,
39005,2011,"Barry County, MI",,58820.0,
39006,2011,"Bay County, MI",17.0,107110.0,15.871533937074036
39007,2011,"Benzie County, MI",,17443.0,
39008,2011,"Berrien County, MI",15.0,156941.0,9.557731886505119
39009,2011,"Branch County, MI",,45197.0,
39010,2011,"Calhoun County, MI",17.0,135490.0,12.547051442910915
39011,2011,"Cass County, MI",,51988.0,
39012,2011,"Charlevoix County, MI",,25998.0,
39013,2011,"Cheboygan County, MI",,25918.0,
39014,2011,"Chippewa County, MI",,38797.0,
39015,2011,"Clare County, MI",,31033.0,
39016,2011,"Clinton County, MI",,75469.0,
39017,2011,"Crawford County, MI",,14014.0,
39018,2011,"Delta County, MI",,37105.0,
39019,2011,"Dickinson County, MI",,26185.0,
39020,2011,"Eaton County, MI",,108056.0,
39021,2011,"Emmet County, MI",,32848.0,
39022,2011,"Genesee County, MI",47.0,422080.0,11.13532979529947
39023,2011,"Gladwin County, MI",,25851.0,
39024,2011,"Gogebic County, MI",,16281.0,
39025,2011,"Grand Traverse County, MI",,88349.0,
39026,2011,"Gratiot County, MI",,42145.0,
39027,2011,"Hillsdale County, MI",,46514.0,
39028,2011,"Houghton County, MI",,36638.0,
39029,2011,"Huron County, MI",,32675.0,
39030,2011,"Ingham County, MI",39.0,281613.0,13.848792491823886
39031,2011,"Ionia County, MI",,63979.0,
39032,2011,"Iosco County, MI",,25541.0,
39033,2011,"Iron County, MI",,11796.0,
39034,2011,"Isabella County, MI",,70622.0,
39035,2011,"Jackson County, MI",12.0,159748.0,7.511831134036107
39036,2011,"Kalamazoo County, MI",27.0,252074.0,10.711140379412395
39037,2011,"Kalkaska County, MI",,17160.0,
39038,2011,"Kent County, MI",51.0,608453.0,8.381912818245617
39039,2011,"Keweenaw County, MI",0.0,2173.0,0.0
39040,2011,"Lake County, MI",,11539.0,
39041,2011,"Lapeer County, MI",,88082.0,
39042,2011,"Leelanau County, MI",,21459.0,
39043,2011,"Lenawee County, MI",,99440.0,
39044,2011,"Livingston County, MI",15.0,181722.0,8.254366559910192
39045,2011,"Luce County, MI",0.0,6584.0,0.0
39046,2011,"Mackinac County, MI",,11037.0,
39047,2011,"Macomb County, MI",73.0,842145.0,8.668340962660825
39048,2011,"Manistee County, MI",,24709.0,
39049,2011,"Marquette County, MI",10.0,67694.0,14.772357963778179
39050,2011,"Mason County, MI",,28678.0,
39051,2011,"Mecosta County, MI",,43300.0,
39052,2011,"Menominee County, MI",,23930.0,
39053,2011,"Midland County, MI",,84063.0,
39054,2011,"Missaukee County, MI",,14911.0,
39055,2011,"Monroe County, MI",16.0,151560.0,10.556875164951174
39056,2011,"Montcalm County, MI",,63185.0,
39057,2011,"Montmorency County, MI",,9653.0,
39058,2011,"Muskegon County, MI",11.0,171302.0,6.421407806096835
39059,2011,"Newaygo County, MI",,48352.0,
39060,2011,"Oakland County, MI",82.0,1210145.0,6.77604749844027
39061,2011,"Oceana County, MI",,26523.0,
39062,2011,"Ogemaw County, MI",,21570.0,
39063,2011,"Ontonagon County, MI",0.0,6598.0,0.0
39064,2011,"Osceola County, MI",,23510.0,
39065,2011,"Oscoda County, MI",,8608.0,
39066,2011,"Otsego County, MI",,24078.0,
39067,2011,"Ottawa County, MI",10.0,266300.0,3.755163349605708
39068,2011,"Presque Isle County, MI",,13155.0,
39069,2011,"Roscommon County, MI",,24414.0,
39070,2011,"Saginaw County, MI",29.0,199088.0,14.566422888370973
39071,2011,"St. Clair County, MI",27.0,161642.0,16.703579515225005
39072,2011,"St. Joseph County, MI",,61136.0,
39073,2011,"Sanilac County, MI",,42605.0,
39074,2011,"Schoolcraft County, MI",,8490.0,
39075,2011,"Shiawassee County, MI",,69841.0,
39076,2011,"Tuscola County, MI",,55422.0,
39077,2011,"Van Buren County, MI",,76131.0,
39078,2011,"Washtenaw County, MI",28.0,347962.0,8.046855691138688
39079,2011,"Wayne County, MI",141.0,1802096.0,7.824222460956576
39080,2011,"Wexford County, MI",,32718.0,
39081,2011,"Aitkin County, MN",,16220.0,
39082,2011,"Anoka County, MN",30.0,333140.0,9.005223029357028
39083,2011,"Becker County, MN",,32778.0,
39084,2011,"Beltrami County, MN",,45264.0,
39085,2011,"Benton County, MN",,38671.0,
39086,2011,"Big Stone County, MN",0.0,5238.0,0.0
39087,2011,"Blue Earth County, MN",,64384.0,
39088,2011,"Brown County, MN",,25734.0,
39089,2011,"Carlton County, MN",,35455.0,
39090,2011,"Carver County, MN",,92638.0,
39091,2011,"Cass County, MN",,28390.0,
39092,2011,"Chippewa County, MN",,12319.0,
39093,2011,"Chisago County, MN",,53916.0,
39094,2011,"Clay County, MN",,59803.0,
39095,2011,"Clearwater County, MN",0.0,8774.0,0.0
39096,2011,"Cook County, MN",0.0,5218.0,0.0
39097,2011,"Cottonwood County, MN",0.0,11686.0,0.0
39098,2011,"Crow Wing County, MN",10.0,62763.0,15.932954129025063
39099,2011,"Dakota County, MN",27.0,402006.0,6.716317666900494
39100,2011,"Dodge County, MN",,20243.0,
39101,2011,"Douglas County, MN",,36172.0,
39102,2011,"Faribault County, MN",,14508.0,
39103,2011,"Fillmore County, MN",,20876.0,
39104,2011,"Freeborn County, MN",,31172.0,
39105,2011,"Goodhue County, MN",,46217.0,
39106,2011,"Grant County, MN",0.0,5989.0,0.0
39107,2011,"Hennepin County, MN",122.0,1168431.0,10.441352548845417
39108,2011,"Houston County, MN",0.0,18916.0,0.0
39109,2011,"Hubbard County, MN",,20303.0,
39110,2011,"Isanti County, MN",,38283.0,
39111,2011,"Itasca County, MN",,45034.0,
39112,2011,"Jackson County, MN",0.0,10202.0,0.0
39113,2011,"Kanabec County, MN",0.0,16169.0,0.0
39114,2011,"Kandiyohi County, MN",,42173.0,
39115,2011,"Kittson County, MN",0.0,4515.0,0.0
39116,2011,"Koochiching County, MN",,13213.0,
39117,2011,"Lac qui Parle County, MN",0.0,7193.0,0.0
39118,2011,"Lake County, MN",,10824.0,
39119,2011,"Lake of the Woods County, MN",,4007.0,
39120,2011,"Le Sueur County, MN",,27656.0,
39121,2011,"Lincoln County, MN",,5820.0,
39122,2011,"Lyon County, MN",,25891.0,
39123,2011,"McLeod County, MN",,36432.0,
39124,2011,"Mahnomen County, MN",,5456.0,
39125,2011,"Marshall County, MN",,9481.0,
39126,2011,"Martin County, MN",,20689.0,
39127,2011,"Meeker County, MN",,23265.0,
39128,2011,"Mille Lacs County, MN",,25979.0,
39129,2011,"Morrison County, MN",,33229.0,
39130,2011,"Mower County, MN",,39349.0,
39131,2011,"Murray County, MN",,8630.0,
39132,2011,"Nicollet County, MN",,32820.0,
39133,2011,"Nobles County, MN",,21397.0,
39134,2011,"Norman County, MN",,6869.0,
39135,2011,"Olmsted County, MN",13.0,145769.0,8.918219923303308
39136,2011,"Otter Tail County, MN",,57252.0,
39137,2011,"Pennington County, MN",,14072.0,
39138,2011,"Pine County, MN",0.0,29604.0,0.0
39139,2011,"Pipestone County, MN",0.0,9501.0,0.0
39140,2011,"Polk County, MN",,31456.0,
39141,2011,"Pope County, MN",0.0,10894.0,0.0
39142,2011,"Ramsey County, MN",27.0,514696.0,5.245815005362389
39143,2011,"Red Lake County, MN",0.0,4105.0,0.0
39144,2011,"Redwood County, MN",,15972.0,
39145,2011,"Renville County, MN",,15500.0,
39146,2011,"Rice County, MN",,64409.0,
39147,2011,"Rock County, MN",0.0,9614.0,0.0
39148,2011,"Roseau County, MN",,15540.0,
39149,2011,"St. Louis County, MN",39.0,200255.0,19.475169159321865
39150,2011,"Scott County, MN",,132556.0,
39151,2011,"Sherburne County, MN",,89319.0,
39152,2011,"Sibley County, MN",,15169.0,
39153,2011,"Stearns County, MN",11.0,151343.0,7.268258194961114
39154,2011,"Steele County, MN",,36534.0,
39155,2011,"Stevens County, MN",,9685.0,
39156,2011,"Swift County, MN",,9640.0,
39157,2011,"Todd County, MN",0.0,24836.0,0.0
39158,2011,"Traverse County, MN",,3523.0,
39159,2011,"Wabasha County, MN",,21600.0,
39160,2011,"Wadena County, MN",0.0,13749.0,0.0
39161,2011,"Waseca County, MN",,19273.0,
39162,2011,"Washington County, MN",,241280.0,
39163,2011,"Watonwan County, MN",,11201.0,
39164,2011,"Wilkin County, MN",0.0,6592.0,0.0
39165,2011,"Winona County, MN",,51378.0,
39166,2011,"Wright County, MN",,126437.0,
39167,2011,"Yellow Medicine County, MN",0.0,10307.0,0.0
39168,2011,"Adams County, MS",,32067.0,
39169,2011,"Alcorn County, MS",,37052.0,
39170,2011,"Amite County, MS",0.0,13064.0,0.0
39171,2011,"Attala County, MS",,19466.0,
39172,2011,"Benton County, MS",0.0,8732.0,0.0
39173,2011,"Bolivar County, MS",,33771.0,
39174,2011,"Calhoun County, MS",,14917.0,
39175,2011,"Carroll County, MS",0.0,10373.0,0.0
39176,2011,"Chickasaw County, MS",,17124.0,
39177,2011,"Choctaw County, MS",,8412.0,
39178,2011,"Claiborne County, MS",0.0,9585.0,0.0
39179,2011,"Clarke County, MS",,16743.0,
39180,2011,"Clay County, MS",,20456.0,
39181,2011,"Coahoma County, MS",,25913.0,
39182,2011,"Copiah County, MS",,29247.0,
39183,2011,"Covington County, MS",,19629.0,
39184,2011,"DeSoto County, MS",10.0,164053.0,6.095591058987035
39185,2011,"Forrest County, MS",,75842.0,
39186,2011,"Franklin County, MS",,8017.0,
39187,2011,"George County, MS",,22889.0,
39188,2011,"Greene County, MS",0.0,14338.0,0.0
39189,2011,"Grenada County, MS",,21706.0,
39190,2011,"Hancock County, MS",,44649.0,
39191,2011,"Harrison County, MS",,191040.0,
39192,2011,"Hinds County, MS",12.0,248184.0,4.835122328594913
39193,2011,"Holmes County, MS",,18818.0,
39194,2011,"Humphreys County, MS",0.0,9312.0,0.0
39195,2011,"Issaquena County, MS",0.0,1392.0,0.0
39196,2011,"Itawamba County, MS",0.0,23332.0,0.0
39197,2011,"Jackson County, MS",,139901.0,
39198,2011,"Jasper County, MS",,16777.0,
39199,2011,"Jefferson County, MS",0.0,7605.0,0.0
39200,2011,"Jefferson Davis County, MS",,12118.0,
39201,2011,"Jones County, MS",,68075.0,
39202,2011,"Kemper County, MS",,10146.0,
39203,2011,"Lafayette County, MS",,48472.0,
39204,2011,"Lamar County, MS",,57422.0,
39205,2011,"Lauderdale County, MS",,80475.0,
39206,2011,"Lawrence County, MS",0.0,12687.0,0.0
39207,2011,"Leake County, MS",0.0,23572.0,0.0
39208,2011,"Lee County, MS",,84156.0,
39209,2011,"Leflore County, MS",0.0,31861.0,0.0
39210,2011,"Lincoln County, MS",0.0,34889.0,0.0
39211,2011,"Lowndes County, MS",,59671.0,
39212,2011,"Madison County, MS",10.0,96941.0,10.315552758894585
39213,2011,"Marion County, MS",,26809.0,
39214,2011,"Marshall County, MS",0.0,36786.0,0.0
39215,2011,"Monroe County, MS",,36626.0,
39216,2011,"Montgomery County, MS",0.0,10872.0,0.0
39217,2011,"Neshoba County, MS",,29818.0,
39218,2011,"Newton County, MS",0.0,21499.0,0.0
39219,2011,"Noxubee County, MS",0.0,11351.0,0.0
39220,2011,"Oktibbeha County, MS",,47741.0,
39221,2011,"Panola County, MS",,34602.0,
39222,2011,"Pearl River County, MS",,55718.0,
39223,2011,"Perry County, MS",0.0,12164.0,0.0
39224,2011,"Pike County, MS",0.0,40406.0,0.0
39225,2011,"Pontotoc County, MS",0.0,29900.0,0.0
39226,2011,"Prentiss County, MS",,25330.0,
39227,2011,"Quitman County, MS",0.0,8134.0,0.0
39228,2011,"Rankin County, MS",,143702.0,
39229,2011,"Scott County, MS",,28388.0,
39230,2011,"Sharkey County, MS",0.0,4892.0,0.0
39231,2011,"Simpson County, MS",,27320.0,
39232,2011,"Smith County, MS",0.0,16442.0,0.0
39233,2011,"Stone County, MS",,17822.0,
39234,2011,"Sunflower County, MS",,29296.0,
39235,2011,"Tallahatchie County, MS",,15318.0,
39236,2011,"Tate County, MS",0.0,28719.0,0.0
39237,2011,"Tippah County, MS",0.0,22143.0,0.0
39238,2011,"Tishomingo County, MS",,19603.0,
39239,2011,"Tunica County, MS",,10628.0,
39240,2011,"Union County, MS",,27340.0,
39241,2011,"Walthall County, MS",0.0,15406.0,0.0
39242,2011,"Warren County, MS",,48346.0,
39243,2011,"Washington County, MS",,50406.0,
39244,2011,"Wayne County, MS",,20589.0,
39245,2011,"Webster County, MS",,10319.0,
39246,2011,"Wilkinson County, MS",0.0,9679.0,0.0
39247,2011,"Winston County, MS",,19069.0,
39248,2011,"Yalobusha County, MS",,12552.0,
39249,2011,"Yazoo County, MS",,27886.0,
39250,2011,"Adair County, MO",,25552.0,
39251,2011,"Andrew County, MO",,17196.0,
39252,2011,"Atchison County, MO",,5569.0,
39253,2011,"Audrain County, MO",0.0,25566.0,0.0
39254,2011,"Barry County, MO",,35282.0,
39255,2011,"Barton County, MO",0.0,12327.0,0.0
39256,2011,"Bates County, MO",0.0,17008.0,0.0
39257,2011,"Benton County, MO",,19115.0,
39258,2011,"Bollinger County, MO",0.0,12356.0,0.0
39259,2011,"Boone County, MO",,165627.0,
39260,2011,"Buchanan County, MO",,89666.0,
39261,2011,"Butler County, MO",0.0,43082.0,0.0
39262,2011,"Caldwell County, MO",0.0,9315.0,0.0
39263,2011,"Callaway County, MO",,44420.0,
39264,2011,"Camden County, MO",,43679.0,
39265,2011,"Cape Girardeau County, MO",0.0,76632.0,0.0
39266,2011,"Carroll County, MO",0.0,9260.0,0.0
39267,2011,"Carter County, MO",,6365.0,
39268,2011,"Cass County, MO",,100052.0,
39269,2011,"Cedar County, MO",,13948.0,
39270,2011,"Chariton County, MO",0.0,7734.0,0.0
39271,2011,"Christian County, MO",,78570.0,
39272,2011,"Clark County, MO",0.0,7019.0,0.0
39273,2011,"Clay County, MO",22.0,225161.0,9.770786237403458
39274,2011,"Clinton County, MO",,20789.0,
39275,2011,"Cole County, MO",,76448.0,
39276,2011,"Cooper County, MO",,17663.0,
39277,2011,"Crawford County, MO",,24800.0,
39278,2011,"Dade County, MO",0.0,7807.0,0.0
39279,2011,"Dallas County, MO",0.0,16749.0,0.0
39280,2011,"Daviess County, MO",0.0,8313.0,0.0
39281,2011,"DeKalb County, MO",0.0,12767.0,0.0
39282,2011,"Dent County, MO",0.0,15676.0,0.0
39283,2011,"Douglas County, MO",0.0,13548.0,0.0
39284,2011,"Dunklin County, MO",,31974.0,
39285,2011,"Franklin County, MO",,101938.0,
39286,2011,"Gasconade County, MO",,15168.0,
39287,2011,"Gentry County, MO",0.0,6786.0,0.0
39288,2011,"Greene County, MO",25.0,277214.0,9.018303548882812
39289,2011,"Grundy County, MO",0.0,10228.0,0.0
39290,2011,"Harrison County, MO",,8866.0,
39291,2011,"Henry County, MO",,22219.0,
39292,2011,"Hickory County, MO",,9628.0,
39293,2011,"Holt County, MO",,4814.0,
39294,2011,"Howard County, MO",0.0,10204.0,0.0
39295,2011,"Howell County, MO",,40665.0,
39296,2011,"Iron County, MO",,10656.0,
39297,2011,"Jackson County, MO",64.0,676360.0,9.462416464604647
39298,2011,"Jasper County, MO",,118435.0,
39299,2011,"Jefferson County, MO",12.0,219480.0,5.467468562055768
39300,2011,"Johnson County, MO",,53439.0,
39301,2011,"Knox County, MO",0.0,4126.0,0.0
39302,2011,"Laclede County, MO",,35636.0,
39303,2011,"Lafayette County, MO",,33209.0,
39304,2011,"Lawrence County, MO",,38660.0,
39305,2011,"Lewis County, MO",0.0,10155.0,0.0
39306,2011,"Lincoln County, MO",,53076.0,
39307,2011,"Linn County, MO",0.0,12566.0,0.0
39308,2011,"Livingston County, MO",,15074.0,
39309,2011,"McDonald County, MO",,22977.0,
39310,2011,"Macon County, MO",0.0,15591.0,0.0
39311,2011,"Madison County, MO",0.0,12195.0,0.0
39312,2011,"Maries County, MO",0.0,9171.0,0.0
39313,2011,"Marion County, MO",,28717.0,
39314,2011,"Mercer County, MO",,3804.0,
39315,2011,"Miller County, MO",0.0,24770.0,0.0
39316,2011,"Mississippi County, MO",,14306.0,
39317,2011,"Moniteau County, MO",0.0,15697.0,0.0
