,Year Code,County,Deaths,Population,Crude Rate
12375,2002,"Hampton city, VA",,141844.0,
12376,2002,"Harrisonburg city, VA",0.0,42837.0,0.0
12377,2002,"Hopewell city, VA",,22291.0,
12378,2002,"Lexington city, VA",,6842.0,
12379,2002,"Lynchburg city, VA",10.0,65263.0,15.322617716010605
12380,2002,"Manassas city, VA",,35878.0,
12381,2002,"Manassas Park city, VA",0.0,11150.0,0.0
12382,2002,"Martinsville city, VA",,14867.0,
12383,2002,"Newport News city, VA",,183061.0,
12384,2002,"Norfolk city, VA",11.0,241704.0,4.551021083639493
12385,2002,"Norton city, VA",0.0,3929.0,0.0
12386,2002,"Petersburg city, VA",,32803.0,
12387,2002,"Poquoson city, VA",0.0,11697.0,0.0
12388,2002,"Portsmouth city, VA",,98297.0,
12389,2002,"Radford city, VA",0.0,15963.0,0.0
12390,2002,"Richmond city, VA",11.0,197513.0,5.569253669378725
12391,2002,"Roanoke city, VA",,93956.0,
12392,2002,"Salem city, VA",0.0,24554.0,0.0
12393,2002,"Staunton city, VA",,23691.0,
12394,2002,"Suffolk city, VA",,69274.0,
12395,2002,"Virginia Beach city, VA",16.0,430183.0,3.719347347524193
12396,2002,"Waynesboro city, VA",,20010.0,
12397,2002,"Williamsburg city, VA",0.0,11829.0,0.0
12398,2002,"Winchester city, VA",0.0,24602.0,0.0
12399,2002,"Adams County, WA",,16445.0,
12400,2002,"Asotin County, WA",,20490.0,
12401,2002,"Benton County, WA",,150323.0,
12402,2002,"Chelan County, WA",,66742.0,
12403,2002,"Clallam County, WA",,65777.0,
12404,2002,"Clark County, WA",28.0,366405.0,7.641817114941117
12405,2002,"Columbia County, WA",0.0,3995.0,0.0
12406,2002,"Cowlitz County, WA",11.0,94325.0,11.661807580174928
12407,2002,"Douglas County, WA",,33044.0,
12408,2002,"Ferry County, WA",0.0,7280.0,0.0
12409,2002,"Franklin County, WA",,52365.0,
12410,2002,"Garfield County, WA",,2293.0,
12411,2002,"Grant County, WA",,76944.0,
12412,2002,"Grays Harbor County, WA",15.0,68264.0,21.973514590413686
12413,2002,"Island County, WA",,74840.0,
12414,2002,"Jefferson County, WA",,27201.0,
12415,2002,"King County, WA",137.0,1758685.0,7.789911212070382
12416,2002,"Kitsap County, WA",25.0,238129.0,10.498511311096086
12417,2002,"Kittitas County, WA",,34977.0,
12418,2002,"Klickitat County, WA",,19060.0,
12419,2002,"Lewis County, WA",,69452.0,
12420,2002,"Lincoln County, WA",,10092.0,
12421,2002,"Mason County, WA",11.0,51215.0,21.478082592990337
12422,2002,"Okanogan County, WA",11.0,38865.0,28.30310047600669
12423,2002,"Pacific County, WA",,20514.0,
12424,2002,"Pend Oreille County, WA",,11934.0,
12425,2002,"Pierce County, WA",59.0,728091.0,8.10338268156041
12426,2002,"San Juan County, WA",,14628.0,
12427,2002,"Skagit County, WA",,105563.0,
12428,2002,"Skamania County, WA",0.0,9886.0,0.0
12429,2002,"Snohomish County, WA",72.0,631526.0,11.400955780126235
12430,2002,"Spokane County, WA",54.0,427107.0,12.643201820621062
12431,2002,"Stevens County, WA",,40334.0,
12432,2002,"Thurston County, WA",17.0,216313.0,7.858982123127135
12433,2002,"Wahkiakum County, WA",,3789.0,
12434,2002,"Walla Walla County, WA",,55666.0,
12435,2002,"Whatcom County, WA",16.0,174904.0,9.14787540593697
12436,2002,"Whitman County, WA",,41484.0,
12437,2002,"Yakima County, WA",25.0,223402.0,11.190589162138208
12438,2002,"Barbour County, WV",0.0,15569.0,0.0
12439,2002,"Berkeley County, WV",,80875.0,
12440,2002,"Boone County, WV",,25505.0,
12441,2002,"Braxton County, WV",,14667.0,
12442,2002,"Brooke County, WV",0.0,25156.0,0.0
12443,2002,"Cabell County, WV",16.0,95741.0,16.711753585193385
12444,2002,"Calhoun County, WV",0.0,7443.0,0.0
12445,2002,"Clay County, WV",0.0,10166.0,0.0
12446,2002,"Doddridge County, WV",0.0,7627.0,0.0
12447,2002,"Fayette County, WV",,46935.0,
12448,2002,"Gilmer County, WV",0.0,7409.0,0.0
12449,2002,"Grant County, WV",0.0,11310.0,0.0
12450,2002,"Greenbrier County, WV",,34621.0,
12451,2002,"Hampshire County, WV",,21030.0,
12452,2002,"Hancock County, WV",0.0,32178.0,0.0
12453,2002,"Hardy County, WV",,12877.0,
12454,2002,"Harrison County, WV",0.0,67778.0,0.0
12455,2002,"Jackson County, WV",,28270.0,
12456,2002,"Jefferson County, WV",,44767.0,
12457,2002,"Kanawha County, WV",17.0,196422.0,8.6548349981163
12458,2002,"Lewis County, WV",,16681.0,
12459,2002,"Lincoln County, WV",0.0,22113.0,0.0
12460,2002,"Logan County, WV",,37093.0,
12461,2002,"McDowell County, WV",,25730.0,
12462,2002,"Marion County, WV",,55997.0,
12463,2002,"Marshall County, WV",,34890.0,
12464,2002,"Mason County, WV",,26343.0,
12465,2002,"Mercer County, WV",12.0,62016.0,19.34984520123839
12466,2002,"Mineral County, WV",,27258.0,
12467,2002,"Mingo County, WV",,27583.0,
12468,2002,"Monongalia County, WV",,84223.0,
12469,2002,"Monroe County, WV",,13257.0,
12470,2002,"Morgan County, WV",,15461.0,
12471,2002,"Nicholas County, WV",,26160.0,
12472,2002,"Ohio County, WV",,46259.0,
12473,2002,"Pendleton County, WV",0.0,8030.0,0.0
12474,2002,"Pleasants County, WV",0.0,7631.0,0.0
12475,2002,"Pocahontas County, WV",,9004.0,
12476,2002,"Preston County, WV",,30120.0,
12477,2002,"Putnam County, WV",,51930.0,
12478,2002,"Raleigh County, WV",,78737.0,
12479,2002,"Randolph County, WV",,28487.0,
12480,2002,"Ritchie County, WV",,10372.0,
12481,2002,"Roane County, WV",,15313.0,
12482,2002,"Summers County, WV",,14123.0,
12483,2002,"Taylor County, WV",,16089.0,
12484,2002,"Tucker County, WV",0.0,7332.0,0.0
12485,2002,"Tyler County, WV",,9467.0,
12486,2002,"Upshur County, WV",,23420.0,
12487,2002,"Wayne County, WV",,42800.0,
12488,2002,"Webster County, WV",,9600.0,
12489,2002,"Wetzel County, WV",0.0,17266.0,0.0
12490,2002,"Wirt County, WV",0.0,5816.0,0.0
12491,2002,"Wood County, WV",,87608.0,
12492,2002,"Wyoming County, WV",0.0,24859.0,0.0
12493,2002,"Adams County, WI",,20578.0,
12494,2002,"Ashland County, WI",,16747.0,
12495,2002,"Barron County, WI",,45515.0,
12496,2002,"Bayfield County, WI",,15128.0,
12497,2002,"Brown County, WI",25.0,231821.0,10.784182623662222
12498,2002,"Buffalo County, WI",0.0,13777.0,0.0
12499,2002,"Burnett County, WI",,15906.0,
12500,2002,"Calumet County, WI",,43411.0,
12501,2002,"Chippewa County, WI",0.0,56353.0,0.0
12502,2002,"Clark County, WI",0.0,33851.0,0.0
12503,2002,"Columbia County, WI",,53488.0,
12504,2002,"Crawford County, WI",0.0,16984.0,0.0
12505,2002,"Dane County, WI",21.0,441623.0,4.755187116613039
12506,2002,"Dodge County, WI",,86908.0,
12507,2002,"Door County, WI",,28249.0,
12508,2002,"Douglas County, WI",,43593.0,
12509,2002,"Dunn County, WI",,40947.0,
12510,2002,"Eau Claire County, WI",,94493.0,
12511,2002,"Florence County, WI",0.0,5068.0,0.0
12512,2002,"Fond du Lac County, WI",,98097.0,
12513,2002,"Forest County, WI",,9879.0,
12514,2002,"Grant County, WI",,49667.0,
12515,2002,"Green County, WI",,34177.0,
12516,2002,"Green Lake County, WI",,19267.0,
12517,2002,"Iowa County, WI",,23017.0,
12518,2002,"Iron County, WI",,6711.0,
12519,2002,"Jackson County, WI",,19374.0,
12520,2002,"Jefferson County, WI",,77376.0,
12521,2002,"Juneau County, WI",,25050.0,
12522,2002,"Kenosha County, WI",10.0,153905.0,6.49751470062701
12523,2002,"Kewaunee County, WI",0.0,20434.0,0.0
12524,2002,"La Crosse County, WI",,108477.0,
12525,2002,"Lafayette County, WI",0.0,16436.0,0.0
12526,2002,"Langlade County, WI",,20722.0,
12527,2002,"Lincoln County, WI",,29641.0,
12528,2002,"Manitowoc County, WI",0.0,82338.0,0.0
12529,2002,"Marathon County, WI",,126880.0,
12530,2002,"Marinette County, WI",,43122.0,
12531,2002,"Marquette County, WI",,14798.0,
12532,2002,"Menominee County, WI",0.0,4539.0,0.0
12533,2002,"Milwaukee County, WI",103.0,939854.0,10.959148974202376
12534,2002,"Monroe County, WI",,41611.0,
12535,2002,"Oconto County, WI",,36458.0,
12536,2002,"Oneida County, WI",,36875.0,
12537,2002,"Outagamie County, WI",,165336.0,
12538,2002,"Ozaukee County, WI",,83605.0,
12539,2002,"Pepin County, WI",,7436.0,
12540,2002,"Pierce County, WI",,37547.0,
12541,2002,"Polk County, WI",,42576.0,
12542,2002,"Portage County, WI",,67644.0,
12543,2002,"Price County, WI",,15411.0,
12544,2002,"Racine County, WI",18.0,189833.0,9.482018405651283
12545,2002,"Richland County, WI",0.0,17976.0,0.0
12546,2002,"Rock County, WI",10.0,153628.0,6.50923008826516
12547,2002,"Rusk County, WI",,15257.0,
12548,2002,"St. Croix County, WI",,68268.0,
12549,2002,"Sauk County, WI",0.0,56316.0,0.0
12550,2002,"Sawyer County, WI",,16391.0,
12551,2002,"Shawano County, WI",,40976.0,
12552,2002,"Sheboygan County, WI",13.0,113251.0,11.478927338389948
12553,2002,"Taylor County, WI",,19933.0,
12554,2002,"Trempealeau County, WI",,27249.0,
12555,2002,"Vernon County, WI",,28288.0,
12556,2002,"Vilas County, WI",,21766.0,
12557,2002,"Walworth County, WI",,95370.0,
12558,2002,"Washburn County, WI",,16174.0,
12559,2002,"Washington County, WI",,120741.0,
12560,2002,"Waukesha County, WI",20.0,370051.0,5.404660438696288
12561,2002,"Waupaca County, WI",,52380.0,
12562,2002,"Waushara County, WI",,24257.0,
12563,2002,"Winnebago County, WI",12.0,159134.0,7.540814659343698
12564,2002,"Wood County, WI",,75223.0,
12565,2002,"Albany County, WY",,32675.0,
12566,2002,"Big Horn County, WY",,11157.0,
12567,2002,"Campbell County, WY",,36193.0,
12568,2002,"Carbon County, WY",,15256.0,
12569,2002,"Converse County, WY",0.0,12196.0,0.0
12570,2002,"Crook County, WY",,5926.0,
12571,2002,"Fremont County, WY",12.0,36015.0,33.31945022907122
12572,2002,"Goshen County, WY",0.0,12381.0,0.0
12573,2002,"Hot Springs County, WY",,4743.0,
12574,2002,"Johnson County, WY",0.0,7371.0,0.0
12575,2002,"Laramie County, WY",21.0,83226.0,25.232499459303583
12576,2002,"Lincoln County, WY",,14858.0,
12577,2002,"Natrona County, WY",11.0,67554.0,16.283269680551854
12578,2002,"Niobrara County, WY",0.0,2293.0,0.0
12579,2002,"Park County, WY",0.0,25761.0,0.0
12580,2002,"Platte County, WY",,8766.0,
12581,2002,"Sheridan County, WY",,26839.0,
12582,2002,"Sublette County, WY",0.0,6389.0,0.0
12583,2002,"Sweetwater County, WY",,37428.0,
12584,2002,"Teton County, WY",,18837.0,
12585,2002,"Uinta County, WY",,19587.0,
12586,2002,"Washakie County, WY",,7988.0,
12587,2002,"Weston County, WY",,6578.0,
12588,2003,"Autauga County, AL",,46800.0,
12589,2003,"Baldwin County, AL",14.0,151509.0,9.240375159231464
12590,2003,"Barbour County, AL",,28594.0,
12591,2003,"Bibb County, AL",,21399.0,
12592,2003,"Blount County, AL",,53457.0,
12593,2003,"Bullock County, AL",0.0,11316.0,0.0
12594,2003,"Butler County, AL",0.0,20833.0,0.0
12595,2003,"Calhoun County, AL",,112705.0,
12596,2003,"Chambers County, AL",,35680.0,
12597,2003,"Cherokee County, AL",,24591.0,
12598,2003,"Chilton County, AL",0.0,41079.0,0.0
12599,2003,"Choctaw County, AL",,15199.0,
12600,2003,"Clarke County, AL",0.0,27090.0,0.0
12601,2003,"Clay County, AL",0.0,14203.0,0.0
12602,2003,"Cleburne County, AL",0.0,14438.0,0.0
12603,2003,"Coffee County, AL",0.0,44315.0,0.0
12604,2003,"Colbert County, AL",0.0,54279.0,0.0
12605,2003,"Conecuh County, AL",,13585.0,
12606,2003,"Coosa County, AL",,11732.0,
12607,2003,"Covington County, AL",,36860.0,
12608,2003,"Crenshaw County, AL",0.0,13652.0,0.0
12609,2003,"Cullman County, AL",,77657.0,
12610,2003,"Dale County, AL",,49215.0,
12611,2003,"Dallas County, AL",,45170.0,
12612,2003,"DeKalb County, AL",,66530.0,
12613,2003,"Elmore County, AL",,69935.0,
12614,2003,"Escambia County, AL",,37796.0,
12615,2003,"Etowah County, AL",,103025.0,
12616,2003,"Fayette County, AL",,18178.0,
12617,2003,"Franklin County, AL",0.0,30874.0,0.0
12618,2003,"Geneva County, AL",,25702.0,
12619,2003,"Greene County, AL",0.0,9805.0,0.0
12620,2003,"Hale County, AL",0.0,17116.0,0.0
12621,2003,"Henry County, AL",,16563.0,
12622,2003,"Houston County, AL",,91321.0,
12623,2003,"Jackson County, AL",,53711.0,
12624,2003,"Jefferson County, AL",35.0,657513.0,5.323088668969283
12625,2003,"Lamar County, AL",0.0,15258.0,0.0
12626,2003,"Lauderdale County, AL",,88103.0,
12627,2003,"Lawrence County, AL",,34488.0,
12628,2003,"Lee County, AL",,120071.0,
12629,2003,"Limestone County, AL",0.0,68578.0,0.0
12630,2003,"Lowndes County, AL",,12996.0,
12631,2003,"Macon County, AL",,23110.0,
12632,2003,"Madison County, AL",10.0,291342.0,3.4323921713999357
12633,2003,"Marengo County, AL",,22025.0,
12634,2003,"Marion County, AL",0.0,30554.0,0.0
12635,2003,"Marshall County, AL",,84348.0,
12636,2003,"Mobile County, AL",27.0,398082.0,6.782522193919846
12637,2003,"Monroe County, AL",,23853.0,
12638,2003,"Montgomery County, AL",12.0,222680.0,5.388898868331237
12639,2003,"Morgan County, AL",,112898.0,
12640,2003,"Perry County, AL",,11301.0,
12641,2003,"Pickens County, AL",0.0,20527.0,0.0
12642,2003,"Pike County, AL",,30050.0,
12643,2003,"Randolph County, AL",,22359.0,
12644,2003,"Russell County, AL",,49065.0,
12645,2003,"St. Clair County, AL",,68629.0,
12646,2003,"Shelby County, AL",,159704.0,
12647,2003,"Sumter County, AL",,14329.0,
12648,2003,"Talladega County, AL",,80900.0,
12649,2003,"Tallapoosa County, AL",,40898.0,
12650,2003,"Tuscaloosa County, AL",11.0,169725.0,6.48107232287524
12651,2003,"Walker County, AL",,69105.0,
12652,2003,"Washington County, AL",0.0,17910.0,0.0
12653,2003,"Wilcox County, AL",,12600.0,
12654,2003,"Winston County, AL",0.0,24576.0,0.0
12655,2003,"Aleutians East Borough, AK",0.0,2732.0,0.0
12656,2003,"Aleutians West Census Area, AK",,5709.0,
12657,2003,"Anchorage Borough, AK",49.0,270568.0,18.1100499689542
12658,2003,"Bethel Census Area, AK",,16517.0,
12659,2003,"Bristol Bay Borough, AK",0.0,1140.0,0.0
12660,2003,"Denali Borough, AK",0.0,1825.0,0.0
12661,2003,"Dillingham Census Area, AK",0.0,4828.0,0.0
12662,2003,"Fairbanks North Star Borough, AK",12.0,86885.0,13.811359843471255
12663,2003,"Haines Borough, AK",0.0,2337.0,0.0
12664,2003,"Hoonah-Angoon Census Area, AK",,,
12665,2003,"Juneau Borough, AK",,30993.0,
12666,2003,"Kenai Peninsula Borough, AK",,50963.0,
12667,2003,"Ketchikan Gateway Borough, AK",,13335.0,
12668,2003,"Kodiak Island Borough, AK",0.0,13239.0,0.0
12669,2003,"Lake and Peninsula Borough, AK",,1626.0,
12670,2003,"Matanuska-Susitna Borough, AK",,67162.0,
12671,2003,"Nome Census Area, AK",,9210.0,
12672,2003,"North Slope Borough, AK",,7968.0,
12673,2003,"Northwest Arctic Borough, AK",,7310.0,
12674,2003,"Petersburg Borough/Census Area, AK",,,
12675,2003,"Prince of Wales-Hyder Census Area, AK",,,
12676,2003,"Prince of Wales-Outer Ketchikan Census Area, AK",,5650.0,
12677,2003,"Sitka Borough, AK",0.0,8881.0,0.0
12678,2003,"Skagway Municipality, AK",,,
12679,2003,"Skagway-Hoonah-Angoon Census Area, AK",0.0,3273.0,0.0
12680,2003,"Southeast Fairbanks Census Area, AK",,5772.0,
12681,2003,"Valdez-Cordova Census Area, AK",,9996.0,
12682,2003,"Wade Hampton Census Area, AK",0.0,7201.0,0.0
12683,2003,"Wrangell City and Borough, AK",,,
12684,2003,"Wrangell-Petersburg Census Area, AK",0.0,6369.0,0.0
12685,2003,"Yakutat Borough, AK",0.0,673.0,0.0
12686,2003,"Yukon-Koyukuk Census Area, AK",,6252.0,
12687,2003,"Apache County, AZ",24.0,68072.0,35.256786931484314
12688,2003,"Cochise County, AZ",14.0,120638.0,11.604966925844261
12689,2003,"Coconino County, AZ",28.0,122882.0,22.786087466024316
12690,2003,"Gila County, AZ",,51337.0,
12691,2003,"Graham County, AZ",,32985.0,
12692,2003,"Greenlee County, AZ",0.0,7567.0,0.0
12693,2003,"La Paz County, AZ",,19722.0,
12694,2003,"Maricopa County, AZ",292.0,3328468.0,8.77280478586545
12695,2003,"Mohave County, AZ",25.0,172633.0,14.481588108878372
12696,2003,"Navajo County, AZ",28.0,101529.0,27.57832737444474
12697,2003,"Pima County, AZ",81.0,885893.0,9.1433164050286
12698,2003,"Pinal County, AZ",21.0,207920.0,10.100038476337053
12699,2003,"Santa Cruz County, AZ",,40625.0,
12700,2003,"Yavapai County, AZ",23.0,182090.0,12.631116480861113
12701,2003,"Yuma County, AZ",19.0,168003.0,11.309321857347785
12702,2003,"Arkansas County, AR",,19981.0,
12703,2003,"Ashley County, AR",0.0,23469.0,0.0
12704,2003,"Baxter County, AR",,38772.0,
12705,2003,"Benton County, AR",,171742.0,
12706,2003,"Boone County, AR",,34554.0,
12707,2003,"Bradley County, AR",0.0,12263.0,0.0
12708,2003,"Calhoun County, AR",0.0,5646.0,0.0
12709,2003,"Carroll County, AR",,26033.0,
12710,2003,"Chicot County, AR",0.0,13173.0,0.0
12711,2003,"Clark County, AR",,23032.0,
12712,2003,"Clay County, AR",0.0,16951.0,0.0
12713,2003,"Cleburne County, AR",,24711.0,
12714,2003,"Cleveland County, AR",0.0,8694.0,0.0
12715,2003,"Columbia County, AR",,25106.0,
12716,2003,"Conway County, AR",,20461.0,
12717,2003,"Craighead County, AR",,85000.0,
12718,2003,"Crawford County, AR",,55836.0,
12719,2003,"Crittenden County, AR",,50252.0,
12720,2003,"Cross County, AR",,18896.0,
12721,2003,"Dallas County, AR",0.0,8740.0,0.0
12722,2003,"Desha County, AR",0.0,14405.0,0.0
12723,2003,"Drew County, AR",0.0,18537.0,0.0
12724,2003,"Faulkner County, AR",,93618.0,
12725,2003,"Franklin County, AR",,17913.0,
12726,2003,"Fulton County, AR",,11831.0,
12727,2003,"Garland County, AR",16.0,90483.0,17.682879656952135
12728,2003,"Grant County, AR",0.0,16731.0,0.0
12729,2003,"Greene County, AR",0.0,38604.0,0.0
12730,2003,"Hempstead County, AR",0.0,23090.0,0.0
12731,2003,"Hot Spring County, AR",,30821.0,
12732,2003,"Howard County, AR",,14098.0,
12733,2003,"Independence County, AR",,34652.0,
12734,2003,"Izard County, AR",0.0,13467.0,0.0
12735,2003,"Jackson County, AR",,17914.0,
12736,2003,"Jefferson County, AR",,82193.0,
12737,2003,"Johnson County, AR",0.0,23587.0,0.0
12738,2003,"Lafayette County, AR",,8244.0,
12739,2003,"Lawrence County, AR",,17605.0,
12740,2003,"Lee County, AR",0.0,11732.0,0.0
12741,2003,"Lincoln County, AR",0.0,14578.0,0.0
12742,2003,"Little River County, AR",,13361.0,
12743,2003,"Logan County, AR",0.0,22707.0,0.0
12744,2003,"Lonoke County, AR",,56452.0,
12745,2003,"Madison County, AR",,14186.0,
12746,2003,"Marion County, AR",,16133.0,
12747,2003,"Miller County, AR",,41382.0,
12748,2003,"Mississippi County, AR",,48554.0,
12749,2003,"Monroe County, AR",0.0,9579.0,0.0
12750,2003,"Montgomery County, AR",,9239.0,
12751,2003,"Nevada County, AR",,9590.0,
12752,2003,"Newton County, AR",0.0,8613.0,0.0
12753,2003,"Ouachita County, AR",,27488.0,
12754,2003,"Perry County, AR",,10346.0,
12755,2003,"Phillips County, AR",0.0,24520.0,0.0
12756,2003,"Pike County, AR",0.0,11243.0,0.0
12757,2003,"Poinsett County, AR",,25177.0,
12758,2003,"Polk County, AR",0.0,20199.0,0.0
12759,2003,"Pope County, AR",,55622.0,
12760,2003,"Prairie County, AR",,9303.0,
12761,2003,"Pulaski County, AR",15.0,365258.0,4.106686232745074
12762,2003,"Randolph County, AR",,18005.0,
12763,2003,"St. Francis County, AR",,29170.0,
12764,2003,"Saline County, AR",,88627.0,
12765,2003,"Scott County, AR",0.0,10936.0,0.0
12766,2003,"Searcy County, AR",0.0,7996.0,0.0
12767,2003,"Sebastian County, AR",,117725.0,
12768,2003,"Sevier County, AR",,15824.0,
12769,2003,"Sharp County, AR",,17381.0,
12770,2003,"Stone County, AR",0.0,11704.0,0.0
12771,2003,"Union County, AR",,44281.0,
12772,2003,"Van Buren County, AR",,16506.0,
12773,2003,"Washington County, AR",14.0,171424.0,8.166884450252008
12774,2003,"White County, AR",,69389.0,
12775,2003,"Woodruff County, AR",,8284.0,
12776,2003,"Yell County, AR",0.0,21197.0,0.0
12777,2003,"Alameda County, CA",118.0,1454163.0,8.114633641483108
12778,2003,"Alpine County, CA",0.0,1233.0,0.0
12779,2003,"Amador County, CA",,36994.0,
12780,2003,"Butte County, CA",22.0,211481.0,10.402825785767988
12781,2003,"Calaveras County, CA",,43755.0,
12782,2003,"Colusa County, CA",,19568.0,
12783,2003,"Contra Costa County, CA",68.0,987531.0,6.8858597856674875
12784,2003,"Del Norte County, CA",,27601.0,
12785,2003,"El Dorado County, CA",17.0,168331.0,10.099149889206384
12786,2003,"Fresno County, CA",120.0,847193.0,14.164422982720584
12787,2003,"Glenn County, CA",,27016.0,
12788,2003,"Humboldt County, CA",39.0,129754.0,30.056876859287573
12789,2003,"Imperial County, CA",13.0,148984.0,8.725769210116523
12790,2003,"Inyo County, CA",,18593.0,
12791,2003,"Kern County, CA",104.0,714272.0,14.560279557367503
12792,2003,"Kings County, CA",15.0,139393.0,10.7609420846097
12793,2003,"Lake County, CA",23.0,62496.0,36.80235535074245
12794,2003,"Lassen County, CA",,33930.0,
12795,2003,"Los Angeles County, CA",982.0,9767145.0,10.054115097093367
12796,2003,"Madera County, CA",13.0,132738.0,9.793728999984932
12797,2003,"Marin County, CA",28.0,245054.0,11.426053033209007
12798,2003,"Mariposa County, CA",,17707.0,
12799,2003,"Mendocino County, CA",16.0,88140.0,18.15293850692081
12800,2003,"Merced County, CA",26.0,231735.0,11.21971217123007
12801,2003,"Modoc County, CA",,9501.0,
12802,2003,"Mono County, CA",0.0,13352.0,0.0
12803,2003,"Monterey County, CA",34.0,409725.0,8.298248825431692
12804,2003,"Napa County, CA",13.0,130138.0,9.98939587207426
12805,2003,"Nevada County, CA",14.0,95606.0,14.64343242055938
12806,2003,"Orange County, CA",236.0,2929376.0,8.056323257922507
12807,2003,"Placer County, CA",34.0,290726.0,11.69486045279748
12808,2003,"Plumas County, CA",,20957.0,
12809,2003,"Riverside County, CA",214.0,1771656.0,12.079094361433595
12810,2003,"Sacramento County, CA",150.0,1328531.0,11.290666156830364
12811,2003,"San Benito County, CA",,55198.0,
12812,2003,"San Bernardino County, CA",254.0,1846115.0,13.758622837688876
12813,2003,"San Diego County, CA",322.0,2914702.0,11.047441556632547
12814,2003,"San Francisco County, CA",128.0,766160.0,16.706693118930772
12815,2003,"San Joaquin County, CA",71.0,626778.0,11.327774746401436
12816,2003,"San Luis Obispo County, CA",34.0,254674.0,13.35040090468599
12817,2003,"San Mateo County, CA",62.0,693057.0,8.945873138861595
12818,2003,"Santa Barbara County, CA",45.0,406810.0,11.061674983407487
12819,2003,"Santa Clara County, CA",140.0,1663592.0,8.415524960447032
12820,2003,"Santa Cruz County, CA",22.0,253021.0,8.694930460317522
12821,2003,"Shasta County, CA",36.0,173202.0,20.784979388228773
12822,2003,"Sierra County, CA",0.0,3511.0,0.0
12823,2003,"Siskiyou County, CA",,44287.0,
12824,2003,"Solano County, CA",48.0,408409.0,11.75292415201428
12825,2003,"Sonoma County, CA",60.0,466489.0,12.862039619369373
12826,2003,"Stanislaus County, CA",47.0,487357.0,9.643854505013778
12827,2003,"Sutter County, CA",,84671.0,
12828,2003,"Tehama County, CA",,58528.0,
12829,2003,"Trinity County, CA",,13210.0,
12830,2003,"Tulare County, CA",25.0,388743.0,6.430983966270776
12831,2003,"Tuolumne County, CA",,56513.0,
12832,2003,"Ventura County, CA",68.0,788070.0,8.628675117692591
12833,2003,"Yolo County, CA",15.0,182954.0,8.198782207549439
12834,2003,"Yuba County, CA",,62733.0,
12835,2003,"Adams County, CO",48.0,377464.0,12.716444482122798
12836,2003,"Alamosa County, CO",,15067.0,
12837,2003,"Arapahoe County, CO",35.0,513690.0,6.813447799256361
12838,2003,"Archuleta County, CO",0.0,11089.0,0.0
12839,2003,"Baca County, CO",0.0,4117.0,0.0
12840,2003,"Bent County, CO",,6166.0,
12841,2003,"Boulder County, CO",22.0,278768.0,7.891867072260805
12842,2003,"Broomfield County, CO",,43805.0,
12843,2003,"Chaffee County, CO",,16921.0,
12844,2003,"Cheyenne County, CO",,2021.0,
12845,2003,"Clear Creek County, CO",,9402.0,
12846,2003,"Conejos County, CO",0.0,8310.0,0.0
12847,2003,"Costilla County, CO",0.0,3645.0,0.0
12848,2003,"Crowley County, CO",,5464.0,
12849,2003,"Custer County, CO",0.0,3865.0,0.0
12850,2003,"Delta County, CO",,28929.0,
12851,2003,"Denver County, CO",101.0,552588.0,18.277631798012262
12852,2003,"Dolores County, CO",,1842.0,
12853,2003,"Douglas County, CO",,220352.0,
12854,2003,"Eagle County, CO",,44995.0,
12855,2003,"Elbert County, CO",,21834.0,
12856,2003,"El Paso County, CO",74.0,547549.0,13.514772193904106
12857,2003,"Fremont County, CO",,46901.0,
12858,2003,"Garfield County, CO",,47622.0,
12859,2003,"Gilpin County, CO",0.0,4777.0,0.0
12860,2003,"Grand County, CO",0.0,13324.0,0.0
12861,2003,"Gunnison County, CO",,14273.0,
12862,2003,"Hinsdale County, CO",0.0,779.0,0.0
12863,2003,"Huerfano County, CO",,7428.0,
12864,2003,"Jackson County, CO",0.0,1512.0,0.0
12865,2003,"Jefferson County, CO",62.0,524940.0,11.810873623652228
12866,2003,"Kiowa County, CO",0.0,1501.0,0.0
12867,2003,"Kit Carson County, CO",0.0,8133.0,0.0
12868,2003,"Lake County, CO",0.0,7491.0,0.0
12869,2003,"La Plata County, CO",,46121.0,
12870,2003,"Larimer County, CO",17.0,268448.0,6.332697580164501
12871,2003,"Las Animas County, CO",,15706.0,
12872,2003,"Lincoln County, CO",0.0,5904.0,0.0
12873,2003,"Logan County, CO",,21825.0,
12874,2003,"Mesa County, CO",29.0,124994.0,23.201113653455366
12875,2003,"Mineral County, CO",0.0,828.0,0.0
12876,2003,"Moffat County, CO",,13106.0,
12877,2003,"Montezuma County, CO",,24255.0,
12878,2003,"Montrose County, CO",,35767.0,
12879,2003,"Morgan County, CO",,27736.0,
12880,2003,"Otero County, CO",,19585.0,
12881,2003,"Ouray County, CO",0.0,3880.0,0.0
12882,2003,"Park County, CO",,16024.0,
12883,2003,"Phillips County, CO",0.0,4415.0,0.0
12884,2003,"Pitkin County, CO",,15217.0,
12885,2003,"Prowers County, CO",,13853.0,
12886,2003,"Pueblo County, CO",10.0,147907.0,6.76100522625704
12887,2003,"Rio Blanco County, CO",,5923.0,
12888,2003,"Rio Grande County, CO",,12296.0,
12889,2003,"Routt County, CO",,20893.0,
12890,2003,"Saguache County, CO",0.0,6262.0,0.0
12891,2003,"San Juan County, CO",0.0,610.0,0.0
12892,2003,"San Miguel County, CO",0.0,7062.0,0.0
12893,2003,"Sedgwick County, CO",,2652.0,
12894,2003,"Summit County, CO",,25408.0,
